Gender,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,HasStreaming
Female,No,No,15,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,25,Yes,No,No,Two year,low,No,No
Female,Yes,No,11,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,57,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,67,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,Yes,No,47,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,13,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,8,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,44,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,71,Yes,Yes,DSL,One year,high,No,Yes
Male,Yes,No,24,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,15,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,2,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,55,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,50,Yes,Yes,No,Two year,low,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,5,Yes,No,No,Month-to-month,low,No,No
Female,No,No,66,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,49,Yes,No,DSL,One year,high,No,Yes
Female,Yes,No,3,No,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,66,Yes,Yes,No,One year,low,No,No
Male,No,Yes,11,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,28,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,65,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,62,Yes,No,No,Two year,low,No,No
Female,Yes,No,2,Yes,No,No,Month-to-month,low,No,No
Female,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,55,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,41,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,17,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,30,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,17,Yes,No,DSL,One year,low,No,No
Female,Yes,Yes,16,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,72,Yes,Yes,No,Two year,low,No,No
Male,No,No,9,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,Yes,23,Yes,No,DSL,Month-to-month,low,No,No
Male,No,Yes,8,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,19,No,No,DSL,Month-to-month,low,No,No
Female,No,No,7,Yes,Yes,DSL,Month-to-month,low,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,61,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,57,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,9,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,Yes,15,Yes,No,DSL,One year,high,No,Yes
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,12,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,54,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,4,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,7,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,20,Yes,No,No,One year,low,No,No
Female,No,Yes,26,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,36,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,53,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,3,Yes,No,DSL,Month-to-month,high,Yes,Yes
Female,No,No,68,No,No,DSL,Two year,high,No,Yes
Male,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,12,Yes,Yes,No,One year,low,No,No
Female,Yes,Yes,34,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,68,Yes,Yes,Fiber optic,Two year,high,No,No
Female,No,Yes,50,Yes,No,DSL,One year,high,No,Yes
Female,No,No,1,No,No,DSL,Month-to-month,low,Yes,Yes
Female,No,No,41,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,1,Yes,Yes,DSL,Month-to-month,low,No,No
Male,Yes,Yes,29,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,23,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,Yes,60,Yes,No,No,Two year,low,No,No
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Male,No,Yes,22,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,72,Yes,No,DSL,Two year,high,No,Yes
Female,No,No,66,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,47,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,51,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,70,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,9,Yes,No,No,One year,low,No,No
Male,Yes,Yes,59,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,Yes,3,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,No,38,No,No,DSL,Month-to-month,low,No,No
Female,No,No,37,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,37,Yes,No,DSL,Two year,high,No,No
Female,Yes,No,24,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,Yes,14,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,53,No,No,DSL,One year,high,Yes,Yes
Female,Yes,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,72,No,No,DSL,Two year,low,No,No
Female,Yes,No,17,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,2,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,8,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,No,48,No,No,DSL,One year,low,Yes,No
Female,No,No,10,Yes,Yes,No,Month-to-month,low,No,No
Male,Yes,Yes,0,Yes,No,No,One year,low,No,No
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,29,Yes,No,DSL,One year,low,No,No
Female,Yes,Yes,65,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,8,Yes,Yes,DSL,Month-to-month,high,No,No
Male,Yes,No,61,Yes,Yes,No,Two year,low,No,No
Female,No,No,45,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,72,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,12,Yes,No,No,Month-to-month,low,No,No
Male,No,No,7,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,9,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,43,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,Yes,Yes,58,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,16,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,8,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,40,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,9,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,41,Yes,No,Fiber optic,One year,high,No,Yes
Female,No,No,26,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,33,Yes,No,DSL,One year,low,No,No
Male,Yes,Yes,68,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,65,Yes,No,Fiber optic,Two year,high,No,Yes
Male,No,No,55,Yes,No,DSL,One year,high,No,Yes
Male,No,No,20,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,19,Yes,No,Fiber optic,One year,high,No,Yes
Female,No,No,45,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,70,Yes,No,No,Two year,low,No,No
Female,No,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,27,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,12,Yes,No,No,Two year,low,No,No
Male,No,Yes,72,No,No,DSL,Two year,high,No,Yes
Male,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,71,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,35,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,52,Yes,Yes,Fiber optic,Two year,high,Yes,Yes
Male,No,No,37,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,69,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,Yes,No,30,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,33,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,54,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,59,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,55,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,69,No,No,DSL,One year,low,No,No
Female,No,No,66,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,37,Yes,No,DSL,One year,low,No,No
Male,Yes,No,9,Yes,No,No,One year,low,No,No
Male,Yes,Yes,69,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,10,Yes,No,DSL,Month-to-month,low,No,Yes
Male,No,Yes,40,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,Yes,13,Yes,No,DSL,Month-to-month,high,No,Yes
Female,No,No,6,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,69,Yes,No,No,Two year,low,No,No
Female,Yes,No,66,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,11,Yes,Yes,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,46,Yes,No,DSL,One year,low,No,No
Female,No,No,6,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,56,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,70,Yes,Yes,No,Two year,low,No,No
Female,Yes,Yes,33,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,No
Female,Yes,No,3,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,19,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,5,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,No,71,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,No,8,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,61,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,71,No,No,DSL,Two year,low,No,Yes
Female,Yes,No,68,Yes,Yes,Fiber optic,One year,high,No,No
Male,No,No,46,No,No,DSL,One year,low,No,No
Male,No,No,33,Yes,Yes,Fiber optic,One year,high,No,No
Female,Yes,Yes,53,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,50,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,57,No,No,DSL,One year,low,No,No
Female,Yes,Yes,54,Yes,No,No,Two year,low,No,No
Female,Yes,No,60,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,28,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,29,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,10,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,Yes,43,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,13,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,43,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,Yes,19,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,69,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,No,61,Yes,No,No,Two year,low,No,No
Male,Yes,No,43,Yes,Yes,DSL,Month-to-month,high,No,No
Female,Yes,No,6,Yes,No,No,Month-to-month,low,Yes,No
Male,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,Yes,No,56,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,70,No,No,DSL,Two year,high,No,Yes
Male,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,49,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,6,Yes,No,DSL,Month-to-month,low,Yes,No
Female,Yes,Yes,32,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,Yes,37,Yes,No,DSL,Two year,high,No,No
Female,Yes,No,69,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,26,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,58,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,24,Yes,Yes,DSL,One year,low,No,No
Male,Yes,Yes,5,Yes,No,No,One year,low,No,No
Male,Yes,Yes,15,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,Yes,30,Yes,No,No,Two year,low,No,No
Female,Yes,No,55,Yes,Yes,DSL,One year,high,No,No
Female,Yes,No,25,No,No,DSL,Month-to-month,low,Yes,Yes
Male,Yes,No,10,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,44,No,No,DSL,Two year,low,No,Yes
Female,No,No,47,Yes,No,DSL,One year,low,No,No
Female,Yes,Yes,13,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,49,Yes,Yes,Fiber optic,Two year,high,Yes,Yes
Female,Yes,No,64,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,20,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,37,No,No,DSL,Two year,low,No,Yes
Male,Yes,Yes,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,38,Yes,Yes,DSL,One year,high,No,Yes
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,37,Yes,No,DSL,Month-to-month,high,Yes,Yes
Female,Yes,No,52,No,No,DSL,Two year,high,No,Yes
Male,No,Yes,71,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,26,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,66,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,Yes,25,No,No,DSL,One year,low,No,Yes
Male,Yes,Yes,69,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,53,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,12,Yes,No,Fiber optic,One year,high,Yes,Yes
Male,No,No,26,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,21,Yes,No,DSL,Month-to-month,high,No,Yes
Female,No,Yes,1,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,48,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,26,No,No,DSL,One year,low,No,No
Male,Yes,No,60,Yes,No,No,Two year,low,No,No
Male,No,No,18,Yes,No,No,Month-to-month,low,No,No
Female,No,No,10,No,No,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,5,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,Yes,4,Yes,No,No,One year,low,No,No
Male,Yes,Yes,65,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,70,Yes,Yes,No,Two year,low,No,No
Male,No,No,18,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,Yes,62,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,66,Yes,No,DSL,Two year,low,No,Yes
Female,Yes,Yes,65,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,34,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,16,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,54,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,No,No,50,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,71,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,10,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,18,Yes,Yes,No,One year,low,No,No
Male,No,No,4,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,58,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,56,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,32,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,56,No,No,DSL,One year,low,No,Yes
Male,No,No,36,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,4,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,No,No,53,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,10,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,4,No,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,1,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,No,51,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,6,No,No,DSL,One year,low,No,Yes
Male,Yes,Yes,63,No,No,DSL,Two year,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,48,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,35,Yes,No,No,One year,low,No,No
Male,No,No,6,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,No,No,50,Yes,No,No,One year,low,No,No
Female,No,No,33,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,31,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,9,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,54,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,No,No,46,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,Yes,34,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,63,Yes,No,DSL,Two year,high,No,No
Female,No,No,51,Yes,Yes,No,Two year,low,No,No
Female,No,No,26,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,64,Yes,No,Fiber optic,Two year,high,No,Yes
Female,Yes,No,1,No,No,DSL,Month-to-month,low,Yes,No
Male,Yes,No,61,Yes,Yes,Fiber optic,One year,high,No,No
Female,No,No,15,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,64,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,No,No,18,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,Yes,57,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,14,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,18,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,No
Male,Yes,No,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,38,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,68,Yes,No,DSL,Two year,high,No,No
Male,No,No,13,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,65,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,51,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,9,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,10,Yes,Yes,DSL,Month-to-month,high,Yes,Yes
Female,No,No,37,Yes,No,No,One year,low,No,No
Female,No,No,2,Yes,No,DSL,Month-to-month,high,Yes,Yes
Male,No,No,55,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,Yes,33,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,46,Yes,No,Fiber optic,One year,high,No,Yes
Female,No,Yes,1,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,20,Yes,Yes,DSL,Month-to-month,high,Yes,Yes
Male,Yes,No,9,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,32,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,19,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,70,Yes,Yes,DSL,Two year,high,Yes,No
Female,No,Yes,61,Yes,Yes,No,Two year,low,No,No
Male,No,No,26,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,45,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,62,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,3,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,41,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,67,Yes,No,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,71,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,37,Yes,No,DSL,One year,high,No,Yes
Male,Yes,No,60,Yes,No,DSL,Two year,high,No,No
Female,Yes,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,6,Yes,No,No,Month-to-month,low,No,No
Female,No,No,13,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,Yes,11,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,7,Yes,No,DSL,Month-to-month,low,Yes,No
Female,Yes,Yes,10,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,34,Yes,No,No,Two year,low,No,No
Female,No,No,62,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,No,64,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,25,Yes,No,No,Two year,low,No,No
Female,No,No,26,Yes,No,DSL,One year,low,No,No
Male,No,Yes,10,Yes,No,No,One year,low,No,No
Female,No,No,53,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,7,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,33,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,71,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,29,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,24,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,Yes,Yes,20,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,Yes,54,Yes,Yes,DSL,Month-to-month,low,Yes,No
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,52,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,9,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,33,Yes,No,DSL,One year,high,Yes,Yes
Female,Yes,No,55,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,69,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,54,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,Yes,33,Yes,No,No,One year,low,No,No
Male,Yes,No,45,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,Yes,11,No,No,DSL,Month-to-month,low,No,No
Male,No,No,6,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,21,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,65,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,6,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,8,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,11,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,43,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,49,No,No,DSL,One year,low,Yes,Yes
Female,Yes,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,15,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,60,Yes,No,DSL,Two year,high,No,No
Male,No,No,17,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,16,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,35,Yes,No,No,One year,low,No,No
Male,Yes,No,44,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,Yes,Yes,12,No,No,DSL,One year,low,No,No
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,28,Yes,No,DSL,One year,low,No,No
Male,Yes,No,70,Yes,Yes,No,Two year,low,No,No
Female,No,Yes,5,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,18,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,9,Yes,Yes,DSL,Month-to-month,low,No,No
Female,No,No,67,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,18,Yes,No,No,Two year,low,No,No
Male,No,No,4,Yes,Yes,DSL,Month-to-month,low,Yes,No
